frame_id,worker_id,x,y,vx,vy,vehicle_v,vehicle_dir
0,0,10.595371114307124,5.63365875343069,-0.1765895185717854,-0.09389431255717817,2.0,0.0
1,0,10.577712162449945,5.624269322174972,-0.1765895185717854,-0.09389431255717817,2.0,0.0
2,0,10.560053210592768,5.614879890919254,-0.1765895185717854,-0.09389431255717817,2.0,0.0
3,0,10.542394258735587,5.605490459663536,-0.1765895185717854,-0.09389431255717817,2.0,0.0
4,0,10.52473530687841,5.596101028407818,-0.1765895185717854,-0.09389431255717817,2.0,0.0
5,0,10.507076355021232,5.5867115971521,-0.1765895185717854,-0.09389431255717817,2.0,0.0
6,0,10.489417403164053,5.577322165896383,-0.1765895185717854,-0.09389431255717817,2.0,0.0
7,0,10.471758451306874,5.567932734640665,-0.1765895185717854,-0.09389431255717817,2.0,0.0
8,0,10.454099499449695,5.558543303384947,-0.1765895185717854,-0.09389431255717817,2.0,0.0
9,0,10.436440547592516,5.54915387212923,-0.1765895185717854,-0.09389431255717817,2.0,0.0
10,0,10.41878159573534,5.539764440873512,-0.1765895185717854,-0.09389431255717817,2.0,0.0
11,0,10.401122643878159,5.530375009617793,-0.1765895185717854,-0.09389431255717817,2.0,0.0
12,0,10.383463692020982,5.520985578362076,-0.1765895185717854,-0.09389431255717817,2.0,0.0
13,0,10.365804740163803,5.511596147106358,-0.1765895185717854,-0.09389431255717817,2.0,0.0
14,0,10.348145788306624,5.50220671585064,-0.1765895185717854,-0.09389431255717817,2.0,0.0
15,0,10.330486836449445,5.492817284594922,-0.1765895185717854,-0.09389431255717817,2.0,0.0
16,0,10.312827884592267,5.4834278533392045,-0.1765895185717854,-0.09389431255717817,2.0,0.0
17,0,10.29516893273509,5.474038422083487,-0.1765895185717854,-0.09389431255717817,2.0,0.0
18,0,10.27750998087791,5.46464899082777,-0.1765895185717854,-0.09389431255717817,2.0,0.0
19,0,10.25985102902073,5.455259559572051,-0.1765895185717854,-0.09389431255717817,2.0,0.0
20,0,10.242192077163553,5.445870128316333,-0.1765895185717854,-0.09389431255717817,2.0,0.0
21,0,10.224533125306374,5.436480697060616,-0.1765895185717854,-0.09389431255717817,2.0,0.0
22,0,10.206874173449197,5.427091265804898,-0.1765895185717854,-0.09389431255717817,2.0,0.0
23,0,10.189215221592017,5.417701834549179,-0.1765895185717854,-0.09389431255717817,2.0,0.0
24,0,10.171556269734838,5.408312403293462,-0.1765895185717854,-0.09389431255717817,2.0,0.0
25,0,10.15389731787766,5.398922972037744,-0.1765895185717854,-0.09389431255717817,2.0,0.0
26,0,10.136238366020482,5.389533540782026,-0.1765895185717854,-0.09389431255717817,2.0,0.0
27,0,10.118579414163303,5.380144109526309,-0.1765895185717854,-0.09389431255717817,2.0,0.0
28,0,10.100920462306124,5.370754678270591,-0.1765895185717854,-0.09389431255717817,2.0,0.0
29,0,10.083261510448946,5.361365247014873,-0.1765895185717854,-0.09389431255717817,2.0,0.0
30,0,10.065602558591769,5.351975815759156,-0.1765895185717854,-0.09389431255717817,2.0,0.0
31,0,10.047943606734588,5.342586384503437,-0.1765895185717854,-0.09389431255717817,2.0,0.0
32,0,10.030284654877411,5.333196953247719,-0.1765895185717854,-0.09389431255717817,2.0,0.0
33,0,10.012625703020232,5.323807521992002,-0.1765895185717854,-0.09389431255717817,2.0,0.0
34,0,9.994966751163053,5.314418090736284,-0.1765895185717854,-0.09389431255717817,2.0,0.0
35,0,9.977307799305876,5.305028659480566,-0.1765895185717854,-0.09389431255717817,2.0,0.0
36,0,9.959648847448696,5.295639228224848,-0.1765895185717854,-0.09389431255717817,2.0,0.0
37,0,9.941989895591517,5.28624979696913,-0.1765895185717854,-0.09389431255717817,2.0,0.0
38,0,9.92433094373434,5.2768603657134125,-0.1765895185717854,-0.09389431255717817,2.0,0.0
39,0,9.906671991877161,5.2674709344576955,-0.1765895185717854,-0.09389431255717817,2.0,0.0
40,0,9.889013040019982,5.258081503201977,-0.1765895185717854,-0.09389431255717817,2.0,0.0
