ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,23,-4.750000,-3.250000,5.963200,101,0.587155,0.801227,0.013556,0,0
0,24,-4.750000,-2.750000,5.815181,94,0.705137,0.806161,0.013382,0,0
0,25,-4.750000,-2.250000,5.503940,152,0.730010,0.816535,0.013029,0,0
0,26,-4.750000,-1.750000,5.382505,176,0.413139,0.820583,0.012897,0,0
0,27,-4.750000,-1.250000,5.262147,168,0.216141,0.824595,0.012769,0,0
0,28,-4.750000,-0.750000,5.149538,171,0.138447,0.828349,0.012652,0,0
0,29,-4.750000,-0.250000,5.087135,199,0.179651,0.830429,0.012588,0,0
0,30,-4.750000,0.250000,5.089359,173,0.155558,0.830355,0.012590,0,0
0,31,-4.750000,0.750000,5.149648,167,0.307729,0.828345,0.012652,0,0
0,32,-4.750000,1.250000,5.230260,177,0.502163,0.825658,0.012736,0,0
0,33,-4.750000,1.750000,5.359346,159,0.580745,0.821355,0.012872,0,0
0,34,-4.750000,2.250000,5.560030,156,1.000000,0.814666,0.013091,0,0
0,35,-4.750000,2.750000,5.725914,127,0.989888,0.809136,0.013279,0,0
0,36,-4.750000,3.250000,5.978932,89,0.557139,0.800702,0.013575,0,0
0,37,-4.750000,3.750000,6.302688,16,0.281891,0.631928,0.013972,0,0
0,38,-4.750000,4.250000,6.591875,16,0.437043,0.624217,0.014345,0,0
0,39,-4.750000,4.750000,6.738167,12,0.341698,0.465237,0.014540,0,0
0,40,-4.750000,5.250000,7.025358,14,0.118698,0.536075,0.014936,0,0
0,41,-4.750000,5.750000,7.447001,4,0.068224,0.150353,0.015546,0,0
0,42,-4.750000,6.250000,7.959801,5,0.355573,0.183668,0.016336,0,0
0,43,-4.750000,6.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,44,-4.750000,7.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,45,-4.750000,7.750000,9.135201,5,0.146131,0.173873,0.018345,0,0
0,46,-4.750000,8.250000,9.733714,7,0.061745,0.236440,0.019475,0,0
0,47,-4.750000,8.750000,9.863001,5,0.049008,0.167808,0.019728,0,0
0,48,-4.750000,9.250000,10.555333,3,0.071592,0.097223,0.021142,0,0
0,49,-4.750000,9.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,50,-4.750000,10.250000,11.527752,4,0.094517,0.123148,0.023289,0,0
0,51,-4.750000,10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,52,-4.750000,11.250000,12.576001,3,0.028392,0.087120,0.025816,0,0
0,56,-4.750000,13.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,22,-4.250000,-3.750000,5.440333,3,0.110995,0.122798,0.012960,0,0
1,23,-4.250000,-3.250000,5.409131,61,0.408183,0.819696,0.012926,0,0
1,24,-4.250000,-2.750000,5.137323,93,0.461105,0.828756,0.012639,0,0
1,25,-4.250000,-2.250000,4.941205,133,0.930056,0.835293,0.012442,0,0
1,26,-4.250000,-1.750000,4.723054,128,1.000000,0.842565,0.012231,0,0
1,27,-4.250000,-1.250000,4.590693,130,0.144552,0.846977,0.012107,0,0
1,28,-4.250000,-0.750000,4.479593,135,0.107954,0.850680,0.012007,0,0
1,29,-4.250000,-0.250000,4.377740,116,0.168544,0.854075,0.011916,0,0
1,30,-4.250000,0.250000,4.411232,129,0.102410,0.852959,0.011946,0,0
1,31,-4.250000,0.750000,4.472023,131,0.248283,0.850933,0.012000,0,0
1,32,-4.250000,1.250000,4.527455,125,0.575146,0.849085,0.012050,0,0
1,33,-4.250000,1.750000,4.706339,133,0.815033,0.843122,0.012215,0,0
1,34,-4.250000,2.250000,4.939990,107,0.412336,0.835334,0.012440,0,0
1,35,-4.250000,2.750000,5.204038,106,0.885811,0.826532,0.012708,0,0
1,36,-4.250000,3.250000,5.401539,67,0.390369,0.819949,0.012918,0,0
1,37,-4.250000,3.750000,5.705728,22,0.206718,0.809809,0.013256,0,0
1,38,-4.250000,4.250000,6.128143,21,0.368381,0.795729,0.013755,0,0
1,39,-4.250000,4.750000,6.458890,18,0.174863,0.706233,0.014172,0,0
1,40,-4.250000,5.250000,6.835334,3,0.151803,0.115823,0.014672,0,0
1,41,-4.250000,5.750000,7.167286,7,0.148381,0.266382,0.015137,0,0
1,42,-4.250000,6.250000,7.576429,7,0.261284,0.261608,0.015740,0,0
1,43,-4.250000,6.750000,8.183858,7,0.158990,0.254522,0.016698,0,0
1,44,-4.250000,7.250000,8.365143,7,0.511949,0.252407,0.016998,0,0
1,45,-4.250000,7.750000,8.952301,10,0.091224,0.350795,0.018014,0,0
1,46,-4.250000,8.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,50,-4.250000,10.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,51,-4.250000,10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,55,-4.250000,12.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,59,-4.250000,14.750000,15.416000,3,0.014407,0.072920,0.033765,0,0
2,22,-3.750000,-3.750000,5.365286,7,0.145527,0.287405,0.012879,0,0
2,23,-3.750000,-3.250000,5.068364,102,0.500190,0.831055,0.012569,0,0
2,24,-3.750000,-2.750000,4.783293,116,0.682496,0.840557,0.012288,0,0
2,25,-3.750000,-2.250000,4.502902,142,0.516567,0.849903,0.012028,0,0
2,26,-3.750000,-1.750000,4.339225,155,0.387516,0.855359,0.011883,0,0
2,27,-3.750000,-1.250000,4.245800,55,0.088460,0.858473,0.011803,0,0
