ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,15.767800,15,0.436294,0.355805,0.034862,0,0
0,1,-4.750000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,2,-4.750000,-13.750000,14.499877,8,0.030062,0.206668,0.031025,0,0
0,3,-4.750000,-13.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,4,-4.750000,-12.750000,13.944333,6,0.032979,0.160557,0.029444,0,0
0,5,-4.750000,-12.250000,13.488144,7,0.035559,0.192638,0.028193,0,0
0,6,-4.750000,-11.750000,12.728751,8,0.057996,0.230283,0.026202,0,0
0,7,-4.750000,-11.250000,12.373666,12,0.044384,0.352527,0.025311,0,0
0,8,-4.750000,-10.750000,12.055909,11,0.126286,0.328975,0.024534,0,0
0,9,-4.750000,-10.250000,11.372461,13,0.052771,0.403597,0.022933,0,0
0,10,-4.750000,-9.750000,11.072501,12,0.050248,0.378550,0.022260,0,0
0,11,-4.750000,-9.250000,10.709287,7,0.075561,0.225058,0.021469,0,0
0,12,-4.750000,-8.750000,9.987802,10,0.138261,0.333537,0.019976,0,0
0,13,-4.750000,-8.250000,9.571668,9,0.034076,0.306425,0.019162,0,0
0,14,-4.750000,-7.750000,9.306110,18,0.084305,0.620817,0.018660,0,0
0,15,-4.750000,-7.250000,8.866500,12,0.115708,0.422670,0.017861,0,0
0,16,-4.750000,-6.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,17,-4.750000,-6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,18,-4.750000,-5.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,19,-4.750000,-5.250000,7.135800,5,1.000000,0.190535,0.015092,0,0
0,20,-4.750000,-4.750000,7.027737,38,1.000000,0.765742,0.014939,0,0
0,21,-4.750000,-4.250000,6.565308,39,1.000000,0.781156,0.014310,0,0
0,22,-4.750000,-3.750000,6.213000,31,1.000000,0.792900,0.013860,0,0
0,23,-4.750000,-3.250000,6.019600,35,1.000000,0.799347,0.013624,0,0
0,24,-4.750000,-2.750000,5.656253,87,1.000000,0.811458,0.013199,0,0
0,25,-4.750000,-2.250000,5.502831,176,1.000000,0.816572,0.013028,0,0
0,26,-4.750000,-1.750000,5.323628,150,1.000000,0.822546,0.012834,0,0
0,27,-4.750000,-1.250000,5.219868,175,1.000000,0.826004,0.012725,0,0
0,28,-4.750000,-0.750000,5.384778,99,1.000000,0.820507,0.012900,0,0
0,34,-4.750000,2.250000,5.280666,3,1.000000,0.123597,0.012789,0,0
0,35,-4.750000,2.750000,5.765487,90,0.446514,0.807817,0.013324,0,0
0,36,-4.750000,3.250000,5.939664,182,1.000000,0.802011,0.013528,0,0
0,37,-4.750000,3.750000,6.148215,56,1.000000,0.795060,0.013780,0,0
0,38,-4.750000,4.250000,6.494372,51,1.000000,0.783521,0.014218,0,0
0,39,-4.750000,4.750000,6.798786,56,1.000000,0.773374,0.014622,0,0
0,40,-4.750000,5.250000,7.020765,17,0.974581,0.651078,0.014929,0,0
0,41,-4.750000,5.750000,7.583000,5,0.051172,0.186808,0.015750,0,0
0,42,-4.750000,6.250000,8.060500,12,0.273666,0.438790,0.016497,0,0
0,43,-4.750000,6.750000,8.286167,6,0.035302,0.217138,0.016866,0,0
0,45,-4.750000,7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,1,-4.250000,-14.250000,14.710001,5,0.024394,0.127417,0.031638,0,0
1,2,-4.250000,-13.750000,14.557000,7,0.025719,0.180168,0.031191,0,0
1,5,-4.250000,-12.250000,13.046714,7,0.030487,0.197788,0.027022,0,0
1,6,-4.250000,-11.750000,12.706751,4,0.035499,0.115288,0.026146,0,0
1,8,-4.250000,-10.750000,11.500001,11,0.040957,0.339167,0.023225,0,0
1,10,-4.250000,-9.750000,10.526751,4,0.042581,0.129822,0.021081,0,0
1,11,-4.250000,-9.250000,10.296000,12,0.057526,0.394080,0.020601,0,0
1,12,-4.250000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,13,-4.250000,-8.250000,9.385000,6,0.065737,0.206150,0.018808,0,0
1,14,-4.250000,-7.750000,8.891308,13,0.193598,0.457355,0.017906,0,0
1,15,-4.250000,-7.250000,8.362334,6,0.288161,0.216377,0.016993,0,0
1,16,-4.250000,-6.750000,8.050751,4,0.146568,0.146328,0.016481,0,0
1,17,-4.250000,-6.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,19,-4.250000,-5.250000,6.712091,11,0.454923,0.426945,0.014505,0,0
1,20,-4.250000,-4.750000,6.418381,21,0.494508,0.786054,0.014120,0,0
1,21,-4.250000,-4.250000,6.039620,29,0.551360,0.798679,0.013648,0,0
1,22,-4.250000,-3.750000,5.699879,33,1.000000,0.810004,0.013249,0,0
1,23,-4.250000,-3.250000,5.403406,37,1.000000,0.819886,0.012920,0,0
