ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,6,-4.750000,-11.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,8,-4.750000,-10.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,10,-4.750000,-9.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,11,-4.750000,-9.250000,10.627143,7,0.744152,0.226017,0.021294,0,0
0,13,-4.750000,-8.250000,9.514001,3,1.000000,0.102430,0.019052,0,0
0,14,-4.750000,-7.750000,9.252429,7,0.283207,0.242055,0.018561,0,0
0,15,-4.750000,-7.250000,8.992667,3,0.113829,0.105037,0.018087,0,0
0,16,-4.750000,-6.750000,8.535286,7,1.000000,0.250422,0.017285,0,0
0,17,-4.750000,-6.250000,8.208045,22,1.000000,0.726398,0.016737,0,0
0,18,-4.750000,-5.750000,7.775088,23,1.000000,0.740830,0.016045,0,0
0,19,-4.750000,-5.250000,7.450167,18,0.822959,0.676495,0.015550,0,0
0,20,-4.750000,-4.750000,6.911659,41,1.000000,0.769611,0.014777,0,0
0,21,-4.750000,-4.250000,6.653683,41,1.000000,0.778211,0.014427,0,0
0,22,-4.750000,-3.750000,6.190566,53,1.000000,0.793648,0.013832,0,0
0,23,-4.750000,-3.250000,5.950439,157,1.000000,0.801652,0.013541,0,0
0,24,-4.750000,-2.750000,5.794774,177,1.000000,0.806841,0.013358,0,0
0,25,-4.750000,-2.250000,5.593654,26,1.000000,0.813545,0.013129,0,0
0,26,-4.750000,-1.750000,5.774251,4,0.282342,0.161505,0.013334,0,0
0,29,-4.750000,-0.250000,5.499750,4,1.000000,0.163335,0.013025,0,0
0,31,-4.750000,0.750000,5.198362,80,0.956033,0.826721,0.012702,0,0
0,32,-4.750000,1.250000,5.152727,121,1.000000,0.828242,0.012655,0,0
0,33,-4.750000,1.750000,5.431478,155,1.000000,0.818951,0.012950,0,0
0,34,-4.750000,2.250000,5.547055,111,1.000000,0.815098,0.013077,0,0
0,35,-4.750000,2.750000,5.625475,116,1.000000,0.812484,0.013165,0,0
0,36,-4.750000,3.250000,5.807842,76,1.000000,0.806405,0.013373,0,0
0,37,-4.750000,3.750000,6.298544,57,0.881282,0.790049,0.013967,0,0
0,38,-4.750000,4.250000,6.487182,22,0.383738,0.783761,0.014208,0,0
0,39,-4.750000,4.750000,6.754618,34,1.000000,0.774846,0.014562,0,0
0,40,-4.750000,5.250000,7.316655,26,1.000000,0.756112,0.015353,0,0
0,41,-4.750000,5.750000,7.708273,11,0.590828,0.408682,0.015942,0,0
0,42,-4.750000,6.250000,7.964251,8,0.303879,0.293810,0.016343,0,0
0,43,-4.750000,6.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,44,-4.750000,7.250000,8.807667,3,0.028931,0.105962,0.017757,0,0
0,45,-4.750000,7.750000,9.195200,5,0.378366,0.173373,0.018455,0,0
0,47,-4.750000,8.750000,10.173876,8,0.454706,0.264348,0.020351,0,0
0,51,-4.750000,10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,56,-4.750000,13.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,57,-4.750000,13.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,58,-4.750000,14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,10,-4.250000,-9.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,14,-4.250000,-7.750000,8.970285,7,1.000000,0.245347,0.018047,0,0
1,15,-4.250000,-7.250000,8.499144,7,0.559989,0.250843,0.017224,0,0
1,16,-4.250000,-6.750000,8.035801,5,0.385895,0.183035,0.016457,0,0
1,17,-4.250000,-6.250000,7.614286,7,0.674638,0.261167,0.015798,0,0
1,18,-4.250000,-5.750000,7.295125,8,0.883459,0.302732,0.015322,0,0
1,19,-4.250000,-5.250000,6.726530,17,0.969938,0.659415,0.014525,0,0
1,20,-4.250000,-4.750000,6.449955,22,0.892563,0.785002,0.014160,0,0
1,21,-4.250000,-4.250000,6.168799,25,1.000000,0.794373,0.013805,0,0
1,22,-4.250000,-3.750000,5.790176,51,1.000000,0.806994,0.013353,0,0
1,23,-4.250000,-3.250000,5.490553,114,1.000000,0.816982,0.013015,0,0
1,24,-4.250000,-2.750000,5.299635,52,1.000000,0.823345,0.012809,0,0
1,29,-4.250000,-0.250000,4.406334,3,1.000000,0.127968,0.011942,0,0
1,31,-4.250000,0.750000,4.422978,46,0.543074,0.852567,0.011956,0,0
1,32,-4.250000,1.250000,4.562975,79,0.614536,0.847901,0.012082,0,0
1,33,-4.250000,1.750000,4.681287,118,1.000000,0.843957,0.012191,0,0
1,34,-4.250000,2.250000,4.873267,120,1.000000,0.837558,0.012375,0,0
1,35,-4.250000,2.750000,5.139432,79,1.000000,0.828686,0.012641,0,0
1,36,-4.250000,3.250000,5.462872,55,1.000000,0.817904,0.012984,0,0
1,37,-4.250000,3.750000,5.753620,21,0.811883,0.808213,0.013310,0,0
1,38,-4.250000,4.250000,6.057340,50,1.000000,0.798089,0.013669,0,0
1,39,-4.250000,4.750000,6.437670,82,1.000000,0.785411,0.014144,0,0
1,40,-4.250000,5.250000,6.790088,57,1.000000,0.773664,0.014611,0,0
1,41,-4.250000,5.750000,7.160034,30,1.000000,0.761332,0.015127,0,0
1,42,-4.250000,6.250000,7.545667,12,0.588557,0.449087,0.015694,0,0
1,43,-4.250000,6.750000,7.910600,10,0.269570,0.368157,0.016258,0,0
1,44,-4.250000,7.250000,8.358556,9,0.428974,0.324622,0.016987,0,0
1,46,-4.250000,8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,48,-4.250000,9.250000,10.289001,4,0.018835,0.131407,0.020586,0,0
1,49,-4.250000,9.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,51,-4.250000,10.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,58,-4.250000,14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
