ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,1,-4.750000,-14.250000,14.905667,3,0.011081,0.075472,0.032218,0,0
0,2,-4.750000,-13.750000,14.741668,3,0.019771,0.076292,0.031732,0,0
0,3,-4.750000,-13.250000,14.085001,4,0.537192,0.106100,0.029839,0,0
0,4,-4.750000,-12.750000,13.691001,7,0.022080,0.190272,0.028744,0,0
0,5,-4.750000,-12.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,6,-4.750000,-11.750000,12.751801,5,0.184129,0.143735,0.026261,0,0
0,7,-4.750000,-11.250000,12.320801,5,0.035335,0.147327,0.025180,0,0
0,8,-4.750000,-10.750000,12.008251,12,0.029846,0.359835,0.024420,0,0
0,9,-4.750000,-10.250000,11.350667,3,1.000000,0.093247,0.022884,0,0
0,10,-4.750000,-9.750000,10.978072,14,0.059867,0.443845,0.022052,0,0
0,11,-4.750000,-9.250000,10.495692,13,0.158893,0.422593,0.021016,0,0
0,12,-4.750000,-8.750000,10.118667,3,0.029717,0.099407,0.020239,0,0
0,13,-4.750000,-8.250000,9.653001,4,0.133826,0.135647,0.019318,0,0
0,18,-4.750000,-5.750000,7.714601,5,0.303011,0.185712,0.015952,0,0
0,19,-4.750000,-5.250000,7.077500,4,1.000000,0.152817,0.015009,0,0
0,20,-4.750000,-4.750000,7.022000,5,1.000000,0.191483,0.014931,0,0
0,21,-4.750000,-4.250000,6.544667,9,0.648064,0.351830,0.014283,0,0
0,22,-4.750000,-3.750000,6.580429,7,0.353779,0.273228,0.014330,0,0
0,23,-4.750000,-3.250000,5.973201,20,0.253161,0.800893,0.013568,0,0
0,24,-4.750000,-2.750000,5.726987,69,0.805758,0.809100,0.013280,0,0
0,25,-4.750000,-2.250000,5.593935,186,1.000000,0.813536,0.013129,0,0
0,26,-4.750000,-1.750000,5.345306,144,1.000000,0.821823,0.012857,0,0
0,27,-4.750000,-1.250000,5.284095,74,0.364774,0.823864,0.012792,0,0
0,28,-4.750000,-0.750000,4.979455,11,0.193799,0.458710,0.012479,0,0
0,29,-4.750000,-0.250000,4.877900,10,0.055295,0.418702,0.012379,0,0
0,30,-4.750000,0.250000,5.059539,13,1.000000,0.540377,0.012560,0,0
0,31,-4.750000,0.750000,5.114736,34,0.366591,0.829509,0.012616,0,0
0,33,-4.750000,1.750000,5.361442,136,1.000000,0.821285,0.012875,0,0
0,34,-4.750000,2.250000,5.610082,85,1.000000,0.812997,0.013147,0,0
0,35,-4.750000,2.750000,5.764167,102,1.000000,0.807861,0.013323,0,0
0,36,-4.750000,3.250000,6.124665,110,1.000000,0.795844,0.013751,0,0
0,37,-4.750000,3.750000,6.434057,91,0.933409,0.785531,0.014140,0,0
0,38,-4.750000,4.250000,6.678958,24,0.258072,0.777368,0.014461,0,0
0,39,-4.750000,4.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,40,-4.750000,5.250000,7.132867,15,0.338797,0.571678,0.015088,0,0
0,41,-4.750000,5.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,42,-4.750000,6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,0,-4.250000,-14.750000,15.694445,9,0.053598,0.214583,0.034632,0,0
1,1,-4.250000,-14.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,2,-4.250000,-13.750000,14.522500,4,0.020616,0.103183,0.031090,0,0
1,3,-4.250000,-13.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,4,-4.250000,-12.750000,13.556002,4,0.019317,0.109627,0.028377,0,0
1,5,-4.250000,-12.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,6,-4.250000,-11.750000,12.560400,5,0.021474,0.145330,0.025776,0,0
1,8,-4.250000,-10.750000,11.468001,3,0.027458,0.092660,0.023152,0,0
1,9,-4.250000,-10.250000,11.336001,3,0.037623,0.093320,0.022850,0,0
1,10,-4.250000,-9.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,11,-4.250000,-9.250000,10.239858,7,0.042114,0.230535,0.020485,0,0
