ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,13,-4.750000,-8.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,14,-4.750000,-7.750000,9.319668,18,0.075449,0.620410,0.018686,0,0
0,15,-4.750000,-7.250000,8.786928,14,0.083301,0.494972,0.017721,0,0
0,16,-4.750000,-6.750000,8.377281,32,0.340597,0.720757,0.017018,0,0
0,17,-4.750000,-6.250000,8.062376,40,0.230754,0.731254,0.016500,0,0
0,18,-4.750000,-5.750000,7.718314,35,0.428517,0.742723,0.015957,0,0
0,19,-4.750000,-5.250000,7.318068,30,0.292924,0.756064,0.015355,0,0
0,20,-4.750000,-4.750000,6.900456,57,0.416428,0.769985,0.014762,0,0
0,21,-4.750000,-4.250000,6.592758,62,0.511917,0.780241,0.014346,0,0
0,22,-4.750000,-3.750000,6.197001,71,0.357081,0.793433,0.013840,0,0
0,23,-4.750000,-3.250000,6.059757,131,0.863220,0.798008,0.013672,0,0
0,24,-4.750000,-2.750000,5.748548,110,1.000000,0.808382,0.013305,0,0
0,25,-4.750000,-2.250000,5.414020,101,1.000000,0.819533,0.012931,0,0
0,26,-4.750000,-1.750000,5.317456,257,1.000000,0.822751,0.012828,0,0
0,27,-4.750000,-1.250000,5.317079,126,0.221035,0.822764,0.012827,0,0
0,28,-4.750000,-0.750000,5.346133,15,0.008810,0.616347,0.012858,0,0
0,32,-4.750000,1.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,33,-4.750000,1.750000,5.370434,150,1.000000,0.820986,0.012884,0,0
0,34,-4.750000,2.250000,5.440613,108,1.000000,0.818646,0.012960,0,0
0,35,-4.750000,2.750000,5.746700,80,1.000000,0.808443,0.013302,0,0
0,36,-4.750000,3.250000,6.121542,61,1.000000,0.795949,0.013747,0,0
0,37,-4.750000,3.750000,6.324833,18,0.690539,0.710255,0.014000,0,0
0,38,-4.750000,4.250000,6.669439,41,0.597126,0.777685,0.014448,0,0
0,39,-4.750000,4.750000,6.877410,39,0.715957,0.770753,0.014730,0,0
0,40,-4.750000,5.250000,7.157787,14,0.342778,0.532985,0.015123,0,0
0,41,-4.750000,5.750000,7.753000,6,0.053974,0.222470,0.016011,0,0
0,42,-4.750000,6.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,43,-4.750000,6.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,44,-4.750000,7.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,48,-4.750000,9.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,49,-4.750000,9.750000,10.959287,7,0.344144,0.222142,0.022011,0,0
0,50,-4.750000,10.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,13,-4.250000,-8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,14,-4.250000,-7.750000,8.665800,5,0.068838,0.177785,0.017510,0,0
1,15,-4.250000,-7.250000,8.434273,11,0.177766,0.395372,0.017114,0,0
1,16,-4.250000,-6.750000,8.053105,19,0.129349,0.694985,0.016485,0,0
1,17,-4.250000,-6.250000,7.638081,25,0.152056,0.745397,0.015834,0,0
1,18,-4.250000,-5.750000,7.226468,30,0.294132,0.759118,0.015222,0,0
1,19,-4.250000,-5.250000,6.832047,22,0.405672,0.772265,0.014668,0,0
1,20,-4.250000,-4.750000,6.451642,39,0.277125,0.784945,0.014162,0,0
1,21,-4.250000,-4.250000,6.093049,41,0.830900,0.796898,0.013713,0,0
1,22,-4.250000,-3.750000,5.750986,67,0.408341,0.808300,0.013307,0,0
1,23,-4.250000,-3.250000,5.453315,86,1.000000,0.818223,0.012974,0,0
1,24,-4.250000,-2.750000,5.143876,80,1.000000,0.828537,0.012646,0,0
1,25,-4.250000,-2.250000,4.887710,114,0.507814,0.837076,0.012389,0,0
1,26,-4.250000,-1.750000,4.747499,143,0.800788,0.841750,0.012254,0,0
1,27,-4.250000,-1.250000,4.631768,56,0.056555,0.845608,0.012145,0,0
1,28,-4.250000,-0.750000,4.349400,5,1.000000,0.213755,0.011892,0,0
