ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,15.439335,3,0.047492,0.072803,0.033837,0,0
0,1,-4.750000,-14.250000,15.200446,18,0.038027,0.443987,0.033105,0,0
0,2,-4.750000,-13.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,3,-4.750000,-13.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,4,-4.750000,-12.750000,13.667580,19,0.053042,0.517193,0.028680,0,0
0,5,-4.750000,-12.250000,13.519715,7,0.032174,0.192270,0.028278,0,0
0,8,-4.750000,-10.750000,11.887001,17,0.053464,0.513202,0.024130,0,0
0,9,-4.750000,-10.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,10,-4.750000,-9.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,11,-4.750000,-9.250000,10.735500,10,0.133846,0.321075,0.021525,0,0
0,12,-4.750000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,13,-4.750000,-8.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,17,-4.750000,-6.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,18,-4.750000,-5.750000,7.491667,6,1.000000,0.225083,0.015613,0,0
0,19,-4.750000,-5.250000,7.366333,3,1.000000,0.113168,0.015426,0,0
0,20,-4.750000,-4.750000,6.942456,22,0.556669,0.768585,0.014820,0,0
0,21,-4.750000,-4.250000,6.661001,16,0.524948,0.622373,0.014437,0,0
0,22,-4.750000,-3.750000,6.381615,57,0.994165,0.787279,0.014073,0,0
0,23,-4.750000,-3.250000,6.131659,44,1.000000,0.795611,0.013760,0,0
0,24,-4.750000,-2.750000,5.582872,39,1.000000,0.813904,0.013117,0,0
0,25,-4.750000,-2.250000,5.498387,70,1.000000,0.816720,0.013023,0,0
0,26,-4.750000,-1.750000,5.418562,222,1.000000,0.819381,0.012936,0,0
0,27,-4.750000,-1.250000,5.222084,96,0.374795,0.825931,0.012727,0,0
0,28,-4.750000,-0.750000,5.084339,124,0.562769,0.830522,0.012585,0,0
0,29,-4.750000,-0.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,31,-4.750000,0.750000,5.539500,4,1.000000,0.163070,0.013069,0,0
0,33,-4.750000,1.750000,5.294441,25,0.055743,0.823519,0.012803,0,0
0,34,-4.750000,2.250000,5.554078,103,0.950076,0.814864,0.013085,0,0
0,35,-4.750000,2.750000,5.807537,171,1.000000,0.806415,0.013373,0,0
0,36,-4.750000,3.250000,5.839271,85,1.000000,0.805358,0.013410,0,0
0,37,-4.750000,3.750000,6.086292,24,0.964412,0.797124,0.013704,0,0
0,38,-4.750000,4.250000,6.668864,22,1.000000,0.777705,0.014447,0,0
0,39,-4.750000,4.750000,7.024500,16,0.614678,0.612680,0.014934,0,0
0,40,-4.750000,5.250000,7.174168,18,0.995779,0.684775,0.015147,0,0
0,41,-4.750000,5.750000,7.412000,4,1.000000,0.150587,0.015494,0,0
0,42,-4.750000,6.250000,7.880667,3,0.673305,0.110597,0.016210,0,0
0,43,-4.750000,6.750000,8.365871,31,0.980566,0.721138,0.016999,0,0
0,44,-4.750000,7.250000,8.808333,3,0.031630,0.105958,0.017759,0,0
0,45,-4.750000,7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,49,-4.750000,9.750000,10.788167,6,0.025798,0.192118,0.021638,0,0
1,0,-4.250000,-14.750000,15.384752,8,0.034121,0.194870,0.033669,0,0
1,1,-4.250000,-14.250000,14.852668,3,0.038628,0.075737,0.032060,0,0
1,3,-4.250000,-13.250000,13.904453,11,0.036770,0.295085,0.029333,0,0
1,6,-4.250000,-11.750000,12.504000,5,0.062110,0.145800,0.025635,0,0
