ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,20,-4.750000,-4.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,21,-4.750000,-4.250000,6.409909,22,0.064719,0.786336,0.014109,0,0
0,22,-4.750000,-3.750000,6.312949,76,0.263728,0.789568,0.013985,0,0
0,23,-4.750000,-3.250000,6.027285,141,1.000000,0.799091,0.013633,0,0
0,24,-4.750000,-2.750000,5.717807,141,1.000000,0.809406,0.013269,0,0
0,25,-4.750000,-2.250000,5.508082,181,0.873111,0.816397,0.013034,0,0
0,26,-4.750000,-1.750000,5.454547,146,0.573927,0.818182,0.012975,0,0
0,27,-4.750000,-1.250000,5.383000,20,0.121791,0.820567,0.012898,0,0
0,28,-4.750000,-0.750000,4.844125,8,0.223453,0.335412,0.012347,0,0
0,29,-4.750000,-0.250000,5.500501,6,0.138919,0.244995,0.013026,0,0
0,32,-4.750000,1.250000,5.394334,15,0.066289,0.615142,0.012910,0,0
0,33,-4.750000,1.750000,5.382696,125,0.190597,0.820577,0.012897,0,0
0,34,-4.750000,2.250000,5.527438,169,0.988629,0.815752,0.013055,0,0
0,35,-4.750000,2.750000,5.762564,128,0.853480,0.807914,0.013321,0,0
0,36,-4.750000,3.250000,5.943883,103,0.888884,0.801871,0.013533,0,0
0,37,-4.750000,3.750000,6.142083,36,0.517155,0.795264,0.013773,0,0
0,38,-4.750000,4.250000,6.685626,8,0.024709,0.310858,0.014470,0,0
0,40,-4.750000,5.250000,7.502533,15,0.503030,0.562437,0.015629,0,0
0,41,-4.750000,5.750000,7.642231,13,0.742684,0.484418,0.015840,0,0
0,42,-4.750000,6.250000,8.124429,7,0.442070,0.255215,0.016601,0,0
0,43,-4.750000,6.750000,8.435668,3,1.000000,0.107822,0.017116,0,0
0,44,-4.750000,7.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,45,-4.750000,7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,46,-4.750000,8.250000,0.000000,2,0.000000,0.000000,0.010000,0,0
0,47,-4.750000,8.750000,9.901334,3,0.021603,0.100493,0.019804,0,0
0,48,-4.750000,9.250000,10.339168,12,0.022648,0.393217,0.020690,0,0
1,19,-4.250000,-5.250000,6.700445,9,0.153807,0.349493,0.014490,0,0
