ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,0,-4.750000,-14.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,10,-4.750000,-9.750000,10.878001,3,0.045201,0.095610,0.021833,0,0
0,12,-4.750000,-8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,13,-4.750000,-8.250000,9.650666,3,0.045871,0.101747,0.019314,0,0
0,14,-4.750000,-7.750000,9.431131,23,0.851912,0.685629,0.018895,0,0
0,15,-4.750000,-7.250000,8.854438,16,0.603771,0.563882,0.017840,0,0
0,16,-4.750000,-6.750000,8.353040,25,1.000000,0.721565,0.016977,0,0
0,17,-4.750000,-6.250000,7.918818,11,1.000000,0.404822,0.016271,0,0
0,18,-4.750000,-5.750000,7.677700,10,0.419931,0.372038,0.015895,0,0
0,19,-4.750000,-5.250000,7.208572,7,0.338745,0.265900,0.015196,0,0
0,20,-4.750000,-4.750000,6.714128,31,0.620137,0.776196,0.014508,0,0
0,21,-4.750000,-4.250000,6.486035,59,0.838259,0.783799,0.014207,0,0
0,22,-4.750000,-3.750000,6.325800,141,0.903155,0.789140,0.014002,0,0
0,23,-4.750000,-3.250000,6.016635,164,1.000000,0.799446,0.013620,0,0
0,24,-4.750000,-2.750000,5.743201,95,1.000000,0.808560,0.013298,0,0
0,25,-4.750000,-2.250000,5.530485,33,0.387347,0.815651,0.013059,0,0
0,26,-4.750000,-1.750000,5.517334,6,0.103959,0.244827,0.013044,0,0
0,32,-4.750000,1.250000,4.964667,3,1.000000,0.125177,0.012465,0,0
0,33,-4.750000,1.750000,5.349317,145,1.000000,0.821689,0.012862,0,0
0,34,-4.750000,2.250000,5.504881,169,1.000000,0.816504,0.013030,0,0
0,35,-4.750000,2.750000,5.763139,79,0.459531,0.807895,0.013321,0,0
0,36,-4.750000,3.250000,5.928175,23,0.411622,0.802394,0.013514,0,0
0,37,-4.750000,3.750000,6.329619,21,0.742686,0.789013,0.014006,0,0
0,38,-4.750000,4.250000,6.528970,33,0.405573,0.782368,0.014263,0,0
0,39,-4.750000,4.750000,6.990647,17,0.320371,0.651932,0.014887,0,0
0,40,-4.750000,5.250000,7.322251,4,0.177224,0.151185,0.015362,0,0
0,43,-4.750000,6.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,47,-4.750000,8.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,48,-4.750000,9.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,51,-4.750000,10.750000,11.800501,4,0.011578,0.121330,0.023925,0,0
1,14,-4.250000,-7.750000,0.000000,2,0.000000,0.000000,0.010000,0,0
1,15,-4.250000,-7.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,16,-4.250000,-6.750000,8.012601,5,1.000000,0.183228,0.016420,0,0
1,17,-4.250000,-6.250000,7.458500,6,1.000000,0.225415,0.015563,0,0
1,18,-4.250000,-5.750000,7.251172,29,1.000000,0.758294,0.015258,0,0
1,19,-4.250000,-5.250000,6.713090,22,0.843711,0.776230,0.014507,0,0
1,20,-4.250000,-4.750000,6.420524,61,0.973745,0.785983,0.014122,0,0
1,21,-4.250000,-4.250000,6.060425,33,0.785595,0.797986,0.013673,0,0
