ix,iy,x_center,y_center,range,point_count,risk,confidence,sigma_r,lambda_min,lambda_max
0,20,-4.750000,-4.750000,6.842000,4,1.000000,0.154387,0.014681,0,0
0,21,-4.750000,-4.250000,6.341750,8,0.978999,0.315443,0.014022,0,0
0,22,-4.750000,-3.750000,6.060177,17,0.502288,0.678295,0.013673,0,0
0,23,-4.750000,-3.250000,5.850889,18,0.385961,0.724473,0.013423,0,0
0,24,-4.750000,-2.750000,5.613523,44,1.000000,0.812883,0.013151,0,0
0,25,-4.750000,-2.250000,5.524781,181,1.000000,0.815841,0.013052,0,0
0,26,-4.750000,-1.750000,5.123667,18,1.000000,0.746290,0.012625,0,0
0,32,-4.750000,1.250000,5.226251,4,1.000000,0.165158,0.012731,0,0
0,33,-4.750000,1.750000,5.424001,17,1.000000,0.696320,0.012942,0,0
0,34,-4.750000,2.250000,5.497742,31,1.000000,0.816742,0.013023,0,0
0,35,-4.750000,2.750000,6.038000,3,1.000000,0.119810,0.013646,0,0
0,36,-4.750000,3.250000,0.000000,1,0.000000,0.000000,0.010000,0,0
0,37,-4.750000,3.750000,6.150273,11,1.000000,0.437245,0.013783,0,0
0,38,-4.750000,4.250000,6.546818,11,1.000000,0.429975,0.014286,0,0
0,39,-4.750000,4.750000,6.998653,26,1.000000,0.766712,0.014898,0,0
0,40,-4.750000,5.250000,7.270751,4,0.626725,0.151528,0.015286,0,0
0,41,-4.750000,5.750000,7.659077,13,1.000000,0.484053,0.015866,0,0
0,45,-4.750000,7.750000,0.000000,1,0.000000,0.000000,0.010000,0,0
1,21,-4.250000,-4.250000,6.011667,3,1.000000,0.119942,0.013614,0,0
1,22,-4.250000,-3.750000,5.656977,83,1.000000,0.811434,0.013200,0,0
1,23,-4.250000,-3.250000,5.292163,68,1.000000,0.823595,0.012801,0,0
1,24,-4.250000,-2.750000,5.069069,146,1.000000,0.831031,0.012570,0,0
1,25,-4.250000,-2.250000,4.869187,135,1.000000,0.837694,0.012371,0,0
1,26,-4.250000,-1.750000,4.695848,79,1.000000,0.843472,0.012205,0,0
1,33,-4.250000,1.750000,4.690084,12,0.533529,0.506198,0.012200,0,0
1,34,-4.250000,2.250000,4.865644,101,1.000000,0.837812,0.012367,0,0
